h3,incidents,avg_on_scene,min_on_scene,max_on_scene,geometry
882830ba15fffff,252,17.634920634920636,0.0,200.0,"POLYGON ((-122.56532996694739 37.96047978623919, -122.56085751742683 37.964024568577486, -122.56231319574322 37.968704500123074, -122.56824166094394 37.969839463059884, -122.57271389319263 37.96629456503377, -122.57125787756124 37.96161481976852, -122.56532996694739 37.96047978623919))"
882830ba17fffff,61,20.147540983606557,0.0,89.0,"POLYGON ((-122.57271389319263 37.96629456503377, -122.56824166094394 37.969839463059884, -122.56969768459288 37.97451894751107, -122.57562627777358 37.975653347636104, -122.58009829256476 37.97210833397516, -122.57864193168155 37.967429035833874, -122.57271389319263 37.96629456503377))"
882830ba19fffff,9,15.777777777777779,0.0,43.0,"POLYGON ((-122.57874469485566 37.94984444778258, -122.57427355565228 37.95338972574925, -122.5757295632377 37.95806973166715, -122.58165704710557 37.95920427319095, -122.58612796878893 37.95565887955925, -122.5846716241732 37.95097906007865, -122.57874469485566 37.94984444778258))"
882830ba1bfffff,1,22.0,22.0,22.0,"POLYGON ((-122.58612796878893 37.95565887955925, -122.58165704710557 37.95920427319095, -122.58311339986926 37.96388383208256, -122.58904101131463 37.96501781088554, -122.59351171529246 37.96147230164187, -122.59205502557923 37.956792929217045, -122.58612796878893 37.95565887955925))"
882830ba1dfffff,18,17.27777777777778,0.0,30.0,"POLYGON ((-122.56834619955463 37.952254621578774, -122.56387429657495 37.95579959397721, -122.56532996694739 37.96047978623919, -122.57125787756124 37.96161481976852, -122.5757295632377 37.95806973166715, -122.57427355565228 37.95338972574925, -122.56834619955463 37.952254621578774))"
882830ba21fffff,998,10.856713426853707,0.0,200.0,"POLYGON ((-122.52674032091497 37.961887337221796, -122.52226536432349 37.96543108502037, -122.52371968401754 37.97011202172533, -122.52964929829534 37.971249024670946, -122.53412403845198 37.96770516101818, -122.53266938081438 37.963024410283886, -122.52674032091497 37.961887337221796))"
882830ba23fffff,2059,11.944633317144245,0.0,200.0,"POLYGON ((-122.53412403845198 37.96770516101818, -122.52964929829534 37.971249024670946, -122.53110396357064 37.97592951449772, -122.53703370691441 37.977065954681265, -122.54150823045055 37.97352197522717, -122.5400532273122 37.96884167140076, -122.53412403845198 37.96770516101818))"
882830ba25fffff,1736,11.70852534562212,0.0,200.0,"POLYGON ((-122.5163358793043 37.964293519387255, -122.51186015968436 37.96783696045426, -122.51331414125224 37.97251808303639, -122.519244180615 37.97365557868422, -122.52371968401754 37.97011202172533, -122.52226536432349 37.96543108502037, -122.5163358793043 37.964293519387255))"
882830ba27fffff,2935,11.067802385008518,0.0,200.0,"POLYGON ((-122.52371968401754 37.97011202172533, -122.519244180615 37.97365557868422, -122.52069850784464 37.97833625441795, -122.52662867657124 37.979473187295724, -122.53110396357064 37.97592951449772, -122.52964929829534 37.971249024670946, -122.52371968401754 37.97011202172533))"
882830ba29fffff,145,16.317241379310346,0.0,200.0,"POLYGON ((-122.52976041866444 37.95366220127881, -122.52528600878505 37.957206139707026, -122.52674032091497 37.961887337221796, -122.53266938081438 37.963024410283886, -122.53714357422739 37.959480355986344, -122.53568892425605 37.95479934450594, -122.52976041866444 37.95366220127881))"
882830ba2bfffff,273,14.018315018315018,0.0,200.0,"POLYGON ((-122.53714357422739 37.959480355986344, -122.53266938081438 37.963024410283886, -122.53412403845198 37.96770516101818, -122.5400532273122 37.96884167140076, -122.54452720407309 37.96529750128679, -122.54307220867459 37.96061693661658, -122.53714357422739 37.959480355986344))"
882830ba2dfffff,286,11.692307692307692,0.0,30.0,"POLYGON ((-122.51935707803895 37.95606850404003, -122.51488190519841 37.95961213593159, -122.5163358793043 37.964293519387255, -122.52226536432349 37.96543108502037, -122.52674032091497 37.961887337221796, -122.52528600878505 37.957206139707026, -122.51935707803895 37.95606850404003))"
882830ba31fffff,433,15.519630484988452,0.0,70.0,"POLYGON ((-122.55191130800205 37.971113636978274, -122.54743754807892 37.974657922855755, -122.5488928967111 37.97933777964697, -122.5548223429149 37.98047316444721, -122.55929588581458 37.9769287628591, -122.55784019958264 37.972249092191255, -122.55191130800205 37.971113636978274))"
882830ba33fffff,233,17.296137339055793,0.0,200.0,"POLYGON ((-122.55929588581458 37.9769287628591, -122.5548223429149 37.98047316444721, -122.55627803703389 37.98515257407598, -122.56220761162042 37.986287395973584, -122.56668093731092 37.98274287872781, -122.56522490567285 37.97806365525199, -122.55929588581458 37.9769287628591))"
882830ba35fffff,524,14.333969465648854,0.0,200.0,"POLYGON ((-122.54150823045055 37.97352197522717, -122.53703370691441 37.977065954681265, -122.53848871776411 37.9817459975025, -122.54441858998119 37.98288187484951, -122.5488928967111 37.97933777964697, -122.54743754807892 37.974657922855755, -122.54150823045055 37.97352197522717))"
882830ba37fffff,264,14.507575757575758,0.0,200.0,"POLYGON ((-122.5488928967111 37.97933777964697, -122.54441858998119 37.98288187484951, -122.5458739463983 37.98756147053796, -122.55180394729597 37.988696784974096, -122.55627803703389 37.98515257407598, -122.5548223429149 37.98047316444721, -122.5488928967111 37.97933777964697))"
882830ba39fffff,158,17.70253164556962,0.0,63.0,"POLYGON ((-122.55492918039879 37.962889042903115, -122.55045596718332 37.966433519245605, -122.55191130800205 37.971113636978274, -122.55784019958264 37.972249092191255, -122.56231319574322 37.968704500123074, -122.56085751742683 37.964024568577486, -122.55492918039879 37.962889042903115))"
882830ba3bfffff,1042,15.452975047984644,0.0,200.0,"POLYGON ((-122.56231319574322 37.968704500123074, -122.55784019958264 37.972249092191255, -122.55929588581458 37.9769287628591, -122.56522490567285 37.97806365525199, -122.56969768459288 37.97451894751107, -122.56824166094394 37.969839463059884, -122.56231319574322 37.968704500123074))"
882830ba3dfffff,117,14.615384615384615,0.0,60.0,"POLYGON ((-122.54452720407309 37.96529750128679, -122.5400532273122 37.96884167140076, -122.54150823045055 37.97352197522717, -122.54743754807892 37.974657922855755, -122.55191130800205 37.971113636978274, -122.55045596718332 37.966433519245605, -122.54452720407309 37.96529750128679))"
882830ba41fffff,55,16.29090909090909,0.0,36.0,"POLYGON ((-122.54921632882021 37.9265766277662, -122.54474432139176 37.93012144254226, -122.5461989481933 37.934803235291916, -122.55212591982475 37.935940026956445, -122.55659771047512 37.932395096303225, -122.55514274632083 37.92771348987253, -122.54921632882021 37.9265766277662))"
882830ba43fffff,9,16.0,0.0,26.0,"POLYGON ((-122.55659771047512 37.932395096303225, -122.55212591982475 37.935940026956445, -122.5535808918328 37.940621373189366, -122.55950799181221 37.94175760243031, -122.56397956549908 37.9382125559529, -122.56252425621878 37.93353139606862, -122.55659771047512 37.932395096303225))"
882830ba45fffff,307,15.583061889250814,0.0,200.0,"POLYGON ((-122.53881747830071 37.92898408852873, -122.53434470796357 37.93252859758539, -122.5357989972298 37.93721057656061, -122.54172639441722 37.93834786026348, -122.5461989481933 37.934803235291916, -122.54474432139176 37.93012144254226, -122.53881747830071 37.92898408852873))"
882830ba47fffff,155,17.096774193548388,0.0,200.0,"POLYGON ((-122.5461989481933 37.934803235291916, -122.54172639441722 37.93834786026348, -122.5431810289705 37.94302939275164, -122.54910855480334 37.94416611402288, -122.5535808918328 37.940621373189366, -122.55212591982475 37.935940026956445, -122.5461989481933 37.934803235291916))"
882830ba49fffff,44,15.227272727272727,0.0,59.0,"POLYGON ((-122.55223317097867 37.91834957054633, -122.5477617097989 37.9218945749167, -122.54921632882021 37.9265766277662, -122.55514274632083 37.92771348987253, -122.55961399069113 37.92416836960973, -122.558159034419 37.919486503142934, -122.55223317097867 37.91834957054633))"
882830ba4bfffff,1,27.0,27.0,27.0,"POLYGON ((-122.55961399069113 37.92416836960973, -122.55514274632083 37.92771348987253, -122.55659771047512 37.932395096303225, -122.56252425621878 37.93353139606862, -122.5669952835942 37.92998615996638, -122.56553998226958 37.92530473994807, -122.55961399069113 37.92416836960973))"
882830ba4dfffff,2,9.0,8.0,10.0,"POLYGON ((-122.54183542073373 37.920757150544034, -122.53736319671269 37.924301849389906, -122.53881747830071 37.92898408852873, -122.54474432139176 37.93012144254226, -122.54921632882021 37.9265766277662, -122.5477617097989 37.9218945749167, -122.54183542073373 37.920757150544034))"
882830ba51fffff,2,53.0,34.0,72.0,"POLYGON ((-122.57437704948835 37.935802941414295, -122.56990623929325 37.93934829330288, -122.57136189369245 37.9440290065133, -122.57728869534462 37.94516418137344, -122.58175928817397 37.94161871375155, -122.58030329676566 37.93693818701268, -122.57437704948835 37.935802941414295))"
882830ba53fffff,2,23.0,6.0,40.0,"POLYGON ((-122.58175928817397 37.94161871375155, -122.57728869534462 37.94516418137344, -122.57874469485566 37.94984444778258, -122.5846716241732 37.95097906007865, -122.58914199945134 37.947433476776546, -122.58768566301191 37.94275339686845, -122.58175928817397 37.94161871375155))"
882830ba55fffff,43,18.41860465116279,0.0,66.0,"POLYGON ((-122.56397956549908 37.9382125559529, -122.55950799181221 37.94175760243031, -122.56096330901977 37.94643850201894, -122.56689053715459 37.94757416876183, -122.57136189369245 37.9440290065133, -122.56990623929325 37.93934829330288, -122.56397956549908 37.9382125559529))"
882830ba57fffff,15,17.866666666666667,10.0,27.0,"POLYGON ((-122.57136189369245 37.9440290065133, -122.56689053715459 37.94757416876183, -122.56834619955463 37.952254621578774, -122.57427355565228 37.95338972574925, -122.57874469485566 37.94984444778258, -122.57728869534462 37.94516418137344, -122.57136189369245 37.9440290065133))"
882830ba5dfffff,5,36.8,26.0,51.0,"POLYGON ((-122.5669952835942 37.92998615996638, -122.56252425621878 37.93353139606862, -122.56397956549908 37.9382125559529, -122.56990623929325 37.93934829330288, -122.57437704948835 37.935802941414295, -122.57292140311834 37.931121967971954, -122.5669952835942 37.92998615996638))"
882830ba61fffff,1038,14.19460500963391,0.0,200.0,"POLYGON ((-122.5253978580663 37.93961711973749, -122.52092377848757 37.94316113264793, -122.52237773758378 37.94784303736625, -122.52830611412722 37.948980743115676, -122.53277997739355 37.94543661426787, -122.53132568047755 37.94075489561791, -122.5253978580663 37.93961711973749))"
882830ba63fffff,1015,16.879802955665024,0.0,200.0,"POLYGON ((-122.53277997739355 37.94543661426787, -122.52830611412722 37.948980743115676, -122.52976041866444 37.95366220127881, -122.53568892425605 37.95479934450594, -122.54016257102437 37.951255099773654, -122.53870792874781 37.94657382770862, -122.53277997739355 37.94543661426787))"
882830ba65fffff,402,13.298507462686567,0.0,61.0,"POLYGON ((-122.51499553118477 37.9420228644509, -122.51052068892947 37.94556657098193, -122.51197431002343 37.95024866167506, -122.51790311142362 37.95138685987229, -122.52237773758378 37.94784303736625, -122.52092377848757 37.94316113264793, -122.51499553118477 37.9420228644509))"
882830ba67fffff,213,16.95774647887324,0.0,200.0,"POLYGON ((-122.52237773758378 37.94784303736625, -122.51790311142362 37.95138685987229, -122.51935707803895 37.95606850404003, -122.52528600878505 37.957206139707026, -122.52976041866444 37.95366220127881, -122.52830611412722 37.948980743115676, -122.52237773758378 37.94784303736625))"
882830ba69fffff,485,15.367010309278351,0.0,200.0,"POLYGON ((-122.52841743961406 37.931390751525484, -122.52394390651779 37.93493495463021, -122.5253978580663 37.93961711973749, -122.53132568047755 37.94075489561791, -122.5357989972298 37.93721057656061, -122.53434470796357 37.93252859758539, -122.52841743961406 37.931390751525484))"
882830ba6bfffff,1386,14.733766233766234,0.0,200.0,"POLYGON ((-122.5357989972298 37.93721057656061, -122.53132568047755 37.94075489561791, -122.53277997739355 37.94543661426787, -122.53870792874781 37.94657382770862, -122.5431810289705 37.94302939275164, -122.54172639441722 37.93834786026348, -122.5357989972298 37.93721057656061))"
882830ba6dfffff,578,14.482698961937716,0.0,200.0,"POLYGON ((-122.51801621324199 37.93379661638488, -122.51354191753643 37.93734051330506, -122.51499553118477 37.9420228644509, -122.52092377848757 37.94316113264793, -122.5253978580663 37.93961711973749, -122.52394390651779 37.93493495463021, -122.51801621324199 37.93379661638488))"
882830ba81fffff,73,15.917808219178083,0.0,81.0,"POLYGON ((-122.60225432744365 37.9895435796689, -122.59778296613874 37.99308893991611, -122.59924037104655 37.99776663471911, -122.60516947421907 37.998898782857076, -122.60964061732389 37.99535330718718, -122.60818287550512 37.99067579881184, -122.60225432744365 37.9895435796689))"
882830ba83fffff,32,27.53125,6.0,200.0,"POLYGON ((-122.60964061732389 37.99535330718718, -122.60516947421907 37.998898782857076, -122.60662722442355 38.00357602993079, -122.61255645461175 38.00470761488754, -122.61702737933086 38.00116202384811, -122.61556929229636 37.99648496323135, -122.60964061732389 37.99535330718718))"
882830ba85fffff,316,17.57278481012658,0.0,200.0,"POLYGON ((-122.59185399017484 37.99195622867061, -122.58738186409043 37.99550128311179, -122.58883893190435 38.00017916424936, -122.59476846294541 38.00131180462101, -122.59924037104655 37.99776663471911, -122.59778296613874 37.99308893991611, -122.59185399017484 37.99195622867061))"
882830ba87fffff,200,16.455,0.0,71.0,"POLYGON ((-122.59924037104655 37.99776663471911, -122.59476846294541 38.00131180462101, -122.59622587613691 38.00598923805873, -122.6021555344914 38.00712131524041, -122.60662722442355 38.00357602993079, -122.60516947421907 37.998898782857076, -122.59924037104655 37.99776663471911))"
882830ba89fffff,1,30.0,30.0,30.0,"POLYGON ((-122.6052677454558 37.98132007327901, -122.60079693084788 37.984865623661726, -122.60225432744365 37.9895435796689, -122.60818287550512 37.99067579881184, -122.61265347188191 37.9871301329915, -122.61119573847719 37.982452363475666, -122.6052677454558 37.98132007327901))"
882830ba8bfffff,30,32.36666666666667,0.0,124.0,"POLYGON ((-122.61265347188191 37.9871301329915, -122.60818287550512 37.99067579881184, -122.60964061732389 37.99535330718718, -122.61556929229636 37.99648496323135, -122.62003967025642 37.99293918202647, -122.6185815917096 37.9882618601718, -122.61265347188191 37.9871301329915))"
882830ba8dfffff,522,17.00191570881226,0.0,105.0,"POLYGON ((-122.59486850989029 37.983732841493655, -122.59039693057099 37.987278086265185, -122.59185399017484 37.99195622867061, -122.59778296613874 37.99308893991611, -122.60225432744365 37.9895435796689, -122.60079693084788 37.984865623661726, -122.59486850989029 37.983732841493655))"
882830ba91fffff,7,15.142857142857142,0.0,40.0,"POLYGON ((-122.62742634037897 37.9987472201836, -122.62295618102131 38.002293116719876, -122.62441461326421 38.00696972945142, -122.63034354147963 38.00810025907729, -122.63481348204927 38.00455424726277, -122.6333547132404 37.99987782111045, -122.62742634037897 37.9987472201836))"
882830ba93fffff,323,14.73374613003096,0.0,133.0,"POLYGON ((-122.63481348204927 38.00455424726277, -122.63034354147963 38.00810025907729, -122.63180231892353 38.012776423797035, -122.63773137347087 38.01390639010365, -122.64220109506681 38.01036026306405, -122.640741981138 38.00568428495272, -122.63481348204927 38.00455424726277))"
882830ba95fffff,5,15.2,10.0,29.0,"POLYGON ((-122.61702737933086 38.00116202384811, -122.61255645461175 38.00470761488754, -122.61401455010567 38.00938441410536, -122.61994390711655 38.01051543580729, -122.62441461326421 38.00696972945142, -122.62295618102131 38.002293116719876, -122.61702737933086 38.00116202384811))"
882830ba97fffff,14,17.428571428571427,0.0,41.0,"POLYGON ((-122.62441461326421 38.00696972945142, -122.61994390711655 38.01051543580729, -122.62140234789251 38.01519178704258, -122.62733183153298 38.01632224541627, -122.63180231892353 38.012776423797035, -122.63034354147963 38.00810025907729, -122.62441461326421 38.00696972945142))"
882830ba99fffff,4,23.5,17.0,27.0,"POLYGON ((-122.6304375293644 37.9905242596099, -122.62596791669745 37.99407034611681, -122.62742634037897 37.9987472201836, -122.6333547132404 37.99987782111045, -122.63782410708846 37.99633161931033, -122.63636534694288 37.99165493188642, -122.6304375293644 37.9905242596099))"
882830ba9bfffff,41,17.146341463414632,0.0,28.0,"POLYGON ((-122.63782410708846 37.99633161931033, -122.6333547132404 37.99987782111045, -122.63481348204927 38.00455424726277, -122.640741981138 38.00568428495272, -122.64521115598157 38.0021379679126, -122.64375205078974 37.99746172843237, -122.63782410708846 37.99633161931033))"
882830baa1fffff,84,18.023809523809526,0.0,63.0,"POLYGON ((-122.57843630037783 38.002590895405234, -122.57396286273044 38.006135453072524, -122.57541960134708 38.01081325895894, -122.58135011503889 38.01194632101014, -122.58582333495117 38.00840164785902, -122.58436625895564 38.0037240281504, -122.57843630037783 38.002590895405234))"
882830baa3fffff,148,19.425675675675677,0.0,109.0,"POLYGON ((-122.58582333495117 38.00840164785902, -122.58135011503889 38.01194632101014, -122.58280719918764 38.016623679128784, -122.58873784059567 38.01775617789895, -122.5932108425871 38.014211389316955, -122.59175342114027 38.009534217405545, -122.58582333495117 38.00840164785902))"
882830baa5fffff,126,14.714285714285714,0.0,200.0,"POLYGON ((-122.56803247694785 38.005001827814105, -122.56355827475095 38.008546079014764, -122.56501467580574 38.01322407098583, -122.57094561666811 38.01435762568147, -122.57541960134708 38.01081325895894, -122.57396286273044 38.006135453072524, -122.56803247694785 38.005001827814105))"
882830baa7fffff,51,11.980392156862745,0.0,46.0,"POLYGON ((-122.57541960134708 38.01081325895894, -122.57094561666811 38.01435762568147, -122.57240236333587 38.01903516991423, -122.57833343221245 38.02016816132024, -122.58280719918764 38.016623679128784, -122.58135011503889 38.01194632101014, -122.57541960134708 38.01081325895894))"
882830baa9fffff,80,20.225,0.0,135.0,"POLYGON ((-122.5814524605558 37.994368079623925, -122.57697956984074 37.997912828026195, -122.57843630037783 38.002590895405234, -122.58436625895564 38.0037240281504, -122.58883893190435 38.00017916424936, -122.58738186409043 37.99550128311179, -122.5814524605558 37.994368079623925))"
882830baabfffff,78,18.525641025641026,0.0,100.0,"POLYGON ((-122.58883893190435 38.00017916424936, -122.58436625895564 38.0037240281504, -122.58582333495117 38.00840164785902, -122.59175342114027 38.009534217405545, -122.59622587613691 38.00598923805873, -122.59476846294541 38.00131180462101, -122.58883893190435 38.00017916424936))"
882830baadfffff,161,18.652173913043477,0.0,162.0,"POLYGON ((-122.57104973906713 37.99677913215623, -122.56657608387047 38.00032357428673, -122.56803247694785 38.005001827814105, -122.57396286273044 38.006135453072524, -122.57843630037783 38.002590895405234, -122.57697956984074 37.997912828026195, -122.57104973906713 37.99677913215623))"
882830bab5fffff,2,9.0,0.0,18.0,"POLYGON ((-122.5932108425871 38.014211389316955, -122.58873784059567 38.01775617789895, -122.5901952702694 38.0224330881231, -122.59612603920063 38.0235650235385, -122.60059882308536 38.020020119578646, -122.59914105619447 38.01534339559113, -122.5932108425871 38.014211389316955))"
882830bab9fffff,1,64.0,64.0,64.0,"POLYGON ((-122.60662722442355 38.00357602993079, -122.6021555344914 38.00712131524041, -122.60361329305327 38.01179830085153, -122.6095430785282 38.01292981476958, -122.61401455010567 38.00938441410536, -122.61255645461175 38.00470761488754, -122.60662722442355 38.00357602993079))"
882830babbfffff,20,15.35,0.0,51.0,"POLYGON ((-122.61401455010567 38.00938441410536, -122.6095430785282 38.01292981476958, -122.61100118245315 38.017606352427464, -122.6169310948555 38.01873730300836, -122.62140234789251 38.01519178704258, -122.61994390711655 38.01051543580729, -122.61401455010567 38.00938441410536))"
882830babdfffff,39,17.46153846153846,0.0,37.0,"POLYGON ((-122.59622587613691 38.00598923805873, -122.59175342114027 38.009534217405545, -122.5932108425871 38.014211389316955, -122.59914105619447 38.01534339559113, -122.60361329305327 38.01179830085153, -122.6021555344914 38.00712131524041, -122.59622587613691 38.00598923805873))"
882830bac1fffff,42,18.833333333333332,0.0,156.0,"POLYGON ((-122.60089593416637 37.967284713829265, -122.59642544807959 37.97083033863183, -122.59788249117828 37.97550900308951, -122.60381035720047 37.97664185622881, -122.60828062521064 37.97309611592046, -122.60682324532404 37.968417637988445, -122.60089593416637 37.967284713829265))"
882830bac3fffff,29,18.379310344827587,2.0,46.0,"POLYGON ((-122.60828062521064 37.97309611592046, -122.60381035720047 37.97664185622881, -122.6052677454558 37.98132007327901, -122.61119573847719 37.982452363475666, -122.6156657882252 37.97890650771465, -122.61420806326281 37.97422847721949, -122.60828062521064 37.97309611592046))"
882830bac5fffff,140,20.242857142857144,0.0,62.0,"POLYGON ((-122.5904977092494 37.96969692262373, -122.58602645873606 37.973242241971896, -122.58748316486398 37.97792109286213, -122.59341145852483 37.9790544379815, -122.59788249117828 37.97550900308951, -122.59642544807959 37.97083033863183, -122.5904977092494 37.96969692262373))"
882830bac7fffff,307,16.72638436482085,0.0,84.0,"POLYGON ((-122.59788249117828 37.97550900308951, -122.59341145852483 37.9790544379815, -122.59486850989029 37.983732841493655, -122.60079693084788 37.984865623661726, -122.6052677454558 37.98132007327901, -122.60381035720047 37.97664185622881, -122.59788249117828 37.97550900308951))"
882830bac9fffff,3,13.333333333333334,7.0,26.0,"POLYGON ((-122.60390883898212 37.95905997408409, -122.59943889936282 37.96260578858733, -122.60089593416637 37.967284713829265, -122.60682324532404 37.968417637988445, -122.61129296683568 37.96487170796434, -122.60983559534611 37.96019296931176, -122.60390883898212 37.95905997408409))"
882830bacbfffff,16,19.6875,9.0,41.0,"POLYGON ((-122.61129296683568 37.96487170796434, -122.60682324532404 37.968417637988445, -122.60828062521064 37.97309611592046, -122.61420806326281 37.97422847721949, -122.61867756648131 37.97068243172766, -122.61721984998958 37.96600414041435, -122.61129296683568 37.96487170796434))"
882830bacdfffff,5,19.8,10.0,36.0,"POLYGON ((-122.59351171529246 37.96147230164187, -122.58904101131463 37.96501781088554, -122.5904977092494 37.96969692262373, -122.59642544807959 37.97083033863183, -122.60089593416637 37.967284713829265, -122.59943889936282 37.96260578858733, -122.59351171529246 37.96147230164187))"
882830bad5fffff,2,17.0,4.0,30.0,"POLYGON ((-122.6156657882252 37.97890650771465, -122.61119573847719 37.982452363475666, -122.61265347188191 37.9871301329915, -122.6185815917096 37.9882618601718, -122.62305142300988 37.98471588901126, -122.62159335297908 37.980038306079784, -122.6156657882252 37.97890650771465))"
882830bad7fffff,1,48.0,48.0,48.0,"POLYGON ((-122.62305142300988 37.98471588901126, -122.6185815917096 37.9882618601718, -122.62003967025642 37.99293918202647, -122.62596791669745 37.99407034611681, -122.6304375293644 37.9905242596099, -122.62897911427251 37.985847124368874, -122.62305142300988 37.98471588901126))"
882830baddfffff,30,15.433333333333334,5.0,35.0,"POLYGON ((-122.61867756648131 37.97068243172766, -122.61420806326281 37.97422847721949, -122.6156657882252 37.97890650771465, -122.62159335297908 37.980038306079784, -122.62606263771887 37.9764921451734, -122.6246045762323 37.97181430132628, -122.61867756648131 37.97068243172766))"
882830bae1fffff,591,17.04060913705584,0.0,200.0,"POLYGON ((-122.57708264674801 37.98033238486573, -122.57261008525415 37.98387720822641, -122.57406646229131 37.98855598438312, -122.57999573812671 37.98968975091333, -122.58446808200864 37.9861448119859, -122.58301136771591 37.981466222104885, -122.57708264674801 37.98033238486573))"
882830bae3fffff,753,16.00132802124834,0.0,178.0,"POLYGON ((-122.58446808200864 37.9861448119859, -122.57999573812671 37.98968975091333, -122.5814524605558 37.994368079623925, -122.58738186409043 37.99550128311179, -122.59185399017484 37.99195622867061, -122.59039693057099 37.987278086265185, -122.58446808200864 37.9861448119859))"
882830bae5fffff,393,16.653944020356235,0.0,166.0,"POLYGON ((-122.56668093731092 37.98274287872781, -122.56220761162042 37.986287395973584, -122.5636636512192 37.99096635831281, -122.56959335399569 37.99210061723361, -122.57406646229131 37.98855598438312, -122.57261008525415 37.98387720822641, -122.56668093731092 37.98274287872781))"
882830bae7fffff,334,17.760479041916167,0.0,115.0,"POLYGON ((-122.57406646229131 37.98855598438312, -122.56959335399569 37.99210061723361, -122.57104973906713 37.99677913215623, -122.57697956984074 37.997912828026195, -122.5814524605558 37.994368079623925, -122.57999573812671 37.98968975091333, -122.57406646229131 37.98855598438312))"
882830bae9fffff,70,18.17142857142857,0.0,39.0,"POLYGON ((-122.58009829256476 37.97210833397516, -122.57562627777358 37.975653347636104, -122.57708264674801 37.98033238486573, -122.58301136771591 37.981466222104885, -122.58748316486398 37.97792109286213, -122.58602645873606 37.973242241971896, -122.58009829256476 37.97210833397516))"
882830baebfffff,592,14.9375,0.0,200.0,"POLYGON ((-122.58748316486398 37.97792109286213, -122.58301136771591 37.981466222104885, -122.58446808200864 37.9861448119859, -122.59039693057099 37.987278086265185, -122.59486850989029 37.983732841493655, -122.59341145852483 37.9790544379815, -122.58748316486398 37.97792109286213))"
882830baedfffff,496,16.52016129032258,0.0,200.0,"POLYGON ((-122.56969768459288 37.97451894751107, -122.56522490567285 37.97806365525199, -122.56668093731092 37.98274287872781, -122.57261008525415 37.98387720822641, -122.57708264674801 37.98033238486573, -122.57562627777358 37.975653347636104, -122.56969768459288 37.97451894751107))"
882830bb03fffff,307,12.416938110749186,0.0,39.0,"POLYGON ((-122.48511542951204 37.97150726774686, -122.48063742170876 37.97504978722374, -122.48209038780263 37.97973146687618, -122.48802170042244 37.98087044146515, -122.49249949266125 37.9773278059834, -122.49104618789346 37.97264631192748, -122.48511542951204 37.97150726774686))"
882830bb07fffff,300,11.983333333333333,0.0,200.0,"POLYGON ((-122.4747062395396 37.97391024991606, -122.47022746931003 37.977452461731225, -122.4716800965474 37.98213432688653, -122.47761183291959 37.983273794733776, -122.48209038780263 37.97973146687618, -122.48063742170876 37.97504978722374, -122.4747062395396 37.97391024991606))"
882830bb0bfffff,57,11.771929824561404,0.0,24.0,"POLYGON ((-122.48813993139593 37.963282616143545, -122.48366247057346 37.96682532702974, -122.48511542951204 37.97150726774686, -122.49104618789346 37.97264631192748, -122.49552343311952 37.96910348502134, -122.49407013560929 37.96442172996447, -122.48813993139593 37.963282616143545))"
882830bb11fffff,76,14.631578947368421,0.0,95.0,"POLYGON ((-122.50290741063903 37.97492334457962, -122.49843038119519 37.978466287452996, -122.49988403178551 37.98314733472016, -122.50581505027938 37.98428525340391, -122.51029186375519 37.980742194616006, -122.50883787475391 37.97606133306882, -122.50290741063903 37.97492334457962))"
882830bb13fffff,132,15.492424242424242,0.0,200.0,"POLYGON ((-122.51029186375519 37.980742194616006, -122.50581505027938 37.98428525340391, -122.50726904668545 37.98896585375483, -122.51320019494665 37.990103209578024, -122.51767679226855 37.98656003492836, -122.51622245753191 37.98187962032721, -122.51029186375519 37.980742194616006))"
882830bb15fffff,51,14.333333333333334,0.0,35.0,"POLYGON ((-122.49249949266125 37.9773278059834, -122.48802170042244 37.98087044146515, -122.48947501241915 37.98555167435873, -122.495406455297 37.9866900861541, -122.49988403178551 37.98314733472016, -122.49843038119519 37.978466287452996, -122.49249949266125 37.9773278059834))"
882830bb17fffff,3,52.0,7.0,107.0,"POLYGON ((-122.49988403178551 37.98314733472016, -122.495406455297 37.9866900861541, -122.49686011318983 37.991370872161276, -122.50279168613315 37.992508721088214, -122.50726904668545 37.98896585375483, -122.50581505027938 37.98428525340391, -122.49988403178551 37.98314733472016))"
882830bb19fffff,423,12.394799054373522,0.0,47.0,"POLYGON ((-122.50593024987812 37.96669890211097, -122.50145376737989 37.97024203621382, -122.50290741063903 37.97492334457962, -122.50883787475391 37.97606133306882, -122.51331414125224 37.97251808303639, -122.51186015968436 37.96783696045426, -122.50593024987812 37.96669890211097))"
882830bb1bfffff,440,12.186363636363636,0.0,62.0,"POLYGON ((-122.51331414125224 37.97251808303639, -122.50883787475391 37.97606133306882, -122.51029186375519 37.980742194616006, -122.51622245753191 37.98187962032721, -122.52069850784464 37.97833625441795, -122.519244180615 37.97365557868422, -122.51331414125224 37.97251808303639))"
882830bb1dfffff,222,13.121621621621621,0.0,87.0,"POLYGON ((-122.49552343311952 37.96910348502134, -122.49104618789346 37.97264631192748, -122.49249949266125 37.9773278059834, -122.49843038119519 37.978466287452996, -122.50290741063903 37.97492334457962, -122.50145376737989 37.97024203621382, -122.49552343311952 37.96910348502134))"
882830bb23fffff,186,11.03225806451613,0.0,35.0,"POLYGON ((-122.46126861938016 37.98453638564311, -122.45678853966183 37.98807809755488, -122.45824083478207 37.99275988676595, -122.46417354881082 37.99389977872972, -122.46865341343278 37.99035795075302, -122.46720077917112 37.98567634688746, -122.46126861938016 37.98453638564311))"
